kelime,anlam
giran girasice,soyun sopun kurusun
pampa poşu,karahindiba çiçeği
gollap,kapı demiri
çakkıl,zincirli iki ucuna kova takılan uzun çubuk
Nacag,Odun kesme aleti
kıymelı,lahmacun
acasız,ansızın
pürçekli,havuç
despi,makigillerden bir bitki
giran giresice,soyun sopun kurusun
pin,kümes
güdük,kısa boylu
teş,taş
çındık,küçük
çivit,çekirdek
ape, anneanne- babaanne
çırtatan,acı yabani kavun
natır,hamam görevlisi
nemrut,asık suratlı
sırt,üst baş
ar,koca
yargını çinevsee,sırtımın üstüne çık ayaklarınla masaj yap
bişirim,pişirimlik
hışırlı,pamuğun kabuğuyla toplanmış hali
keci,keçi
gevah,kavak
yürek,kalp
tofran,turfan
derbuşlu,kapaklı bakır kap
zanga,kızak
Cumeed,Cemaat
cığız,mızıkçı
zorunen,zorla
hecammi,hacı emmi
şira,şıra. tatlılara ekilen şerbet
aşkana,mutfak
içcag, sıcak
babalenmag,tıka basa yemek
tüngümeg,zıplamak
çıtırtı,herhangi bir şeyin etkisiyle çıkan küçük ses
hingirmeg,temizlik
yaaşanma,boş durma & sus konuşma
Fizzah,Bağırma
tomuz, sonbahar
günag,ertesi günün sabahı
garmak,arkasından konuşmak
cığız,mızıkçı
dırmaç,elörgüsü iplik
hızmekar,erkek hizmetçi
Düğmeç,Ekmekli yemek
Colok,Hindi
dıvılcık,dolu tanesi
çeht,kararlılık
geri,artık
cöbül,süzülecek üzüm şırası
kavurma harlesi,unu yağda hafif kavurup
çul,çuval
guyu,kuyu
hüs,sus
çemkirmak,ağız dalaşı yapmak
gız,kız
goşluk,sabahla öğle vaktinin arası
lug,si̇li̇ndi̇r
huura,orası
cepin,küçük kazma
gevorma herlesi,unu yağda hafif kavurup
enteri,kadın elbisesi
Ağhırın gela,Ölesin
bapaa,zıkkım olsun
gâri̇,tamam
Çiritmak,Çömelmek
gaçırgucur,sürekli ses yapan gürültü
ikınme,bir işi zorlanarak yapma
çöllemek,bahçeden meyve çalma
çamiz,manda
gocokarı,yaşlı kadın
Hı,Evet
eysiran,kesici
aada,pekmez
ibram,ibrahim
şaremet,eli çabuk
utlanmak,çekinmek
vıygıraag,bağırmak
gasmuk,çam kabuğu altı zarı kabuk
fanikmak,başı dönmek
eğiş,tandırdan eşya veya ekmek çıkarmak için kullanılan çengelli araç
çat,orta yer
pabaa,zıkkım olsun
can lağeni,i̇çinde ölü yemeği yapılan büyük leğen
galah,tezek yığını
şanik,kalabalık
çıscıbıl,çırılçıplak
hıngel,yöresel bir yemek
yal,köpek maması
dizpazi,pijama
çenileme,köpeğin havlaması
galinçi,düğün alayı
dağirmi,yuvarlak
horuzlanmak,diklenmek
elleme,dokunma
çıtır,i̇nce sık dallı dikenli
accok,az olan
yarımleğ,yarım uruplağ
Alekedirik,Elektrik
medıf,suratsız adam
koşkuz,yer elmasi
eğlenmak,araba için: durmak
avran,ejderha büyük yılan
kefter,sevimsiz ihtiyar
gari̇z,kapalı su yolu
hebbe,taneli lokma
yagin,aceleci
dıktık,hapsettik
eskietak, bayan
eg,beyaz
ciğit,meyve çekirdeği
mosur,hayvan yemleme bölmeleri̇
dem,çati
damatez, domates
hambalis,aşılı mersin (maki türü)
çördüg,yabani armut
tekir,tekerlek
göz gırpme,i̇şaret
pin,kümes
Guli,Hind
Hecca,Hatice
unmag,i̇yi gün görmek
eleme,avuç içini dolduracak büyüklükte taş
fanya,gaz lambası çeşidi
Desdümbeg,Darbuka
geli,artık
Ahırı,Sonu
öcbelemek,israr etmek
bacce,bahça
cari, çabuk
collu,varlıklı
elci,evlilikte aracı olan kimse
cepelleşmek,tartışmak
Bakle,Fasulye
Naceg,Odun kesme aleti
üşanmeg,tembellik
Egmek aşı,Düğmeç
Efsena,Saf kişi
Tunalı,Hareketli kız
Cucol,Civciv
ezber,akılda tutma
tökazimek,bir yere ayağı takılmak
hopuna almak,sırtına almak
Bölma,Büyük tepsi
kuşene,küçük leğen
çikayo,çıkıyo
erık,zayıf
gendak,eğrelti dikiş tutturma ekleme
hüs,sus
Böreğ,Böbrek
digac,ağaçtan yapılmış kazık
enak,bilye
kebkepi,i̇ri başlı ufak demir çiviler
sohra i̇ş,angarya i̇ş
Ankona,Zehirsiz kısa boyda bir yılan türü
belemeg,çocuğu kundağına sağıp yatırmak
bazıma(bezi̇me),saçta yapılan ekmek türü(bazlama)
fortum,hortum
beyah,bayahtan
atref,etraf.çevre
annaklama,gözetleme.bakma
avud,ağlama
ebar,götürmek
tumuz, sonbahar
kannaba (genaba),gelin abla
Gıdıl,Küçük
fengire,kirmen
gıbla,kıble
cangıl,zil
kapenak, kelebek
avgon,su taşı
dospaa,kaplumbağa
Abdaslıg,Lavabo
bartan,büyük çuval
kevan,deve dikeni
togec,yıkama tahtası
ogloğu,oklava
döşşeg, yün yatak
hıteb,pide çeşidi
tozirik,delik fındıktan yapılan oyuncak
firaz,biçilmiş tarlada kalan hububat sapları
açücük,azıcık
taşgun,sel
karmak,dedikodu yapmak
gazel,kuru yaprak
tuzig,dangalak.başı boş
Gıyız,Arkadaş
Cillenmek,Yeşermek
ezantera,turşu yapılan yabani bitki
küvermak,yeşermek
geluh,evlenmemiş yaşlı kız
tapınmag,ara ara uyumak (şekerleme yapmak)
i̇kircik,i̇ki anlama da gelebilen söz
leylim,limon
Kuba,Bardak
binaltı,bunalti
tudmaç,kesilmiş hamur
serpene,kamelya
erkeç,iki yaşını geçen erkek keçi
gilig,parça
agede,agida
garmak,dedikodu yapmak
yeşillik,bahçe(bağ)
aeta,pekmez
nodul,sopa ucundaki çivi (nodullamak : rahatsız etmek)
iccag, sıcak
Pımpır,Topaç
çaal,genellikle tarlaların kullanılmayan yerindeki toplanan taş yığını
maşrapa, bardak
cünüd,bataklık
elçim,yün parçası
pantul, pantolon
tivrin,bir ağaç türü
enki,i̇şte o
cemle,önlem
övendare,ucu çivili uzun değnek
tüva,dana
ötü sitmag,ödü kopmak
ceylan,elektrik
zifir, karanlık
bişgel,çabuk pişen yiyecek veya iyi pişmiş yemek
garinya,işkembe
kesma,meşe çeşidi
tehliz,çuval
meyıs, büyük hayvan dışkısı
eyrıksı,uyumsuz
pisig,kedi
fırfıkıç,ağzına kadar dolu sıkışık
hırtlak,gırtlak
dapebızdık,takla atmak
Gımı,Ot sapı
fetil,taze yemek için yapılan kalın yufka ekmeği
dölag dur,akıllı uslu durmak
him,bina temeli
ayaan ea,şaşırma ifadesi
bedire,kova
togordak tokordak,peşi sıra
eka toka,bilmiş
tırgaz,destek
eyaan aa,şaşırma ifadesi
kekmek,kuş gagası
erişikli,beceriksiz
çırbağa,cılız
kertmeg,kesmek
maplağ,çay kaşığı
alertı,aydınlık
ezük,çok olgun meyve.yumuşak
i̇listir,kevgir
eha,burada.i̇şte
dalamuk,i̇nce yapılı
pürgü,başörtüsü
ençak,kedi veya köpek yavrusu
fırfırik,fırıldak
hırhız,hırsız
efrini almek,acıdan dolayı aklını almak
pısgırık,aksırık
dagmele,tekmele
öğür,yavrulayacak inek
kepeneg, kelebek
darleme,toplama
gariş,karış
zini,tepsi
veraçakli,borçlu
hırıg, eskimiş ayakkabı
çızmek,çizmek
medak,dişi manda
çi̇mmek,banyo yapmak
şirlopçu,bedavacı
Bıldır,Geçen yıl
merak,ot ve saman konulan depo
çögelig,yağı alınmış deri peyniri
Eze,Teyze
annaç,karşı
çazı,huysuz kadın
Haayı,Hayır
müsürlük,yemlik
al,kırmızı
Pelit,Meşe ağacı
iyeşmeg,zıt gitmek
gümenli,hamile
kobel,erkek çocuk
gamalik,i̇şe yaramaz uyuşuk
pal,çatal ağızlı tarım aleti
agyüz yukerı,sırtı yerde yukarı bakma pozisyonu
dord,çivili köpek tasması
Gutik,Köpek yavrusu
halhal,bilezik
cılg,bozulmuş yumurta
Ürmek,Havlamak
tuluh,tulum
vasayıt,binek aracı
bitorama,azıcık
Alha,Hele bak
Enük,Köpek yavrusu
hış tar,aşırı terlemek
ıreh,uzak
içcag, sıcak
kamga,yontulmuş ağaç parçası
Gabizbabesı,Kısa boylu kişi
elpiz,örümcek
yaaşanma,boş durma & sus konuşma
çümenta,çimento
muslok,kabak
Çit,Başörtü
fenya,gaz lambası çeşidi
hezaçı,hile yapma
Fisten,Elbise
kızı olacağı,üvey kızı
Ağhur,Ahır
goşkuz, yer elması
aviik,üveyik kuşu
mayis,büyük hayvan dişkisi
gallen,tamamen
köramez,süt karışımı yemek
ezper,akılda tutma
cımbış,komiklik.şaka
Hele,Tuvalet
çagalüz,sincap
darı,mısır
singil,uyuşuk
Fizahlanmag,Ağlamak
herle, un ile yapılan çorba
şişek,yaşına değmiş dişi koyun
gınnab,kenevirden yapılan ip
fırfıkıç,ağzına kadar dolu sıkışık
Gınço,Zayıf
zevara,un ve bulgur kepeği hayvan yiyeceği
zağer,sağır
kırgaç,kırmak
darak,tarak
dadenmag,alışmak
cıvçık,serçe kuşu
Naceg,Odun kesme aleti
kerçine getirmak,ters davranmak
hışırlı,pamuğun kabuğuyla toplanmış hali
cıkıl,madeni para
müsürlüg,yemlik
hınısi,toprak yayık
goynek,gömlek
kıhag,keçi dışkısı
belemag,çocuğu kundağına sağıp yatırmak
mehrama,mendil
kanaf,tuvalaet
garsambe,fazla olan eşya
birelleş,birer
cumur, ekmek tereyağı yumurta karışımı
göcek güpre,buğdayların göceklemesi (çoğalması) için atılan gübre
cil,yeni çimlenmiş tohum
carayan,elektrik
eğin,sırt
kurik,tay
kötülemek,sağlığı bozulmak
cemuz,manda
ucun ocun,azar azar
zigke,totrağa çakılan demir kazık
sambağı,yün ip
dıka,çocuk
ufalama,parçalama
fıragtı,çubuklardan örülmüş çit
lög,yük devesi
mahana,bahane
granlemak,yanından geçmek
gümbül,susamı kökünden çektikten sonra
mavra kasmek,sohbet etmek
pesgütan,kışlık yoğurt yemeği
variyetli,zengin
bızdıklama,hızla koşmak.tekme
pohcah,gübre yeri
Geta,Dert
sini,tepsi
töşürmek,toplamak
tırrefa,alıngan
alikgeçi,geyik
sen siye kel,kendine gel
baydar,veteri̇ner
herif,adam
beki,beygir
dizlik,külot
Cücük,Kümes yavrusu
çağ,banyo ihtiyacını gidermek için yapılmış yer
göğünmak,hararet nedeniyle kumaşın renginin atması
kemçük,dişsiz
sunora,sonra
çahd,kararlılık
tük,soğanın başı
devek,üzüm yaprağı
Tunalı,Hareketli kız
Behreng,Üstü örtülü su kanalı
madeg,dişi manda
sen siye kel,kendine gel
berf,kar
annak,meydan
balampırt,palamut
Gegac,Kuru ot
tinur,maltız
çakerez,bir sincap çeşidi
pobuç,ayakkabı
dorom,altı aydan üç yaşına kadar olan deve
aligoptar,helikopter
karagavuk,ot
agınmak,kayak
zaar,herhalde
köyünme,yanmaya yüz tutmuş
pandul,pantolon
göbek, mantar
tevıriye,oraya
Tingildemek,Koşmak
çil,yeni çimlenmiş tohum
teberik,biricik
kurun,hayvanların su içtiği uzun kap
seğirtmek,koşmak
yüksünma,mahcup olmamak
elleme,dokunma
toro,doğru
kındıra,çayır şeklinde yapraklarının kenarı keskin bir ot
kaybek,sözünde durmayan
Ereg,Açık alan
araz,dilsiz
kızıllanmek,kıskanmak
bahıl,cimri
küşna,burçak
Arı hamuru,Buğday unundan yapılan hamur
cerdın,farenin büyüğü
geleg,ham kavun veya karpuz
sünmeg,uzamak
dölek dor,akıllı uslu durmak
comçe,büyük tahta kepçe
kenne,cam
müzevir,fitneci
Abed olmag,Gelirden memnun olmak
borunlamag,önemsememek
çepin,küçük kazma
garmak,dedikodu yapmak
hambelis,aşılı mersin (maki türü)
çitan,bölme
ekırpa,akraba
Fizahlanmak,Ağlamak
sivrtcek,kalemtraş
gülfed,ev halkı
işgillenmek,şüphelenmek
urom,anadolu
mundar,pis
ami, amca
bürük,kadın baş örtüsü
gözelşey,hatalı
köygöçüren,kertenkele cinsi (sülemancık)
çıbben,alkış
cılkıtma (çığızlama),oyun bozma
i̇şkillenmeg,şüphelenmek
hugka,mürekkep
Algı-Vergi,Geçim
ece,erkek kardeş
tilliksiz,yaramaz
güskü,ucu sivri kazık (ağaç)
Pusad,Elbise
günpurnu,güneşin doğarken veya batarken görünen ufak parçası
Eringen,Tembel
sıyırgı,tahta kürek
guo etmeg,dedi kodu etmek
tığ,harman yerindeki saman yığını
ey vermek,seslenen kişiye cevap vermek
aeşamodu,akşamüstü
derelik,şalvara benzer kadın giysisi
garik,Artık
gıdıg,keçi yavrusu
dizma,tahtadan oda bölmesi
kobarmek,şişmek
kaygana,yumurta yemeği
döşak,yatak
lülüt,çitlembik
ırak,uzak
helgin,kuplu büyük bakır leğen
işmar,işaret
işmer,işaret
çuvera,sigara
Bezeregme,Fırın Ekmeği
gazi̇l,keçi kılından yapılan ip
pınkel,yumurtalık
naçek,balta
cımıklamak,cimciklelemek
azgon,çıldın
derviş,okumuş
gertupu,patates yerelması
çamış,manda
Bi tek de,Bir daha
çecik,başörtü bağlama
Fırtıglı,Sümüklü
gejgera,sedye
zürriyet,soy
Mıstıve,Mustafa
arsün,hamur keseceği
merek,ot ve saman konulan depo
çimmak,yıkanmak
sorudmek,ayakta durmak
nedin kıı,ne diyorsun kız?
yüssük,yüzük
tarbatan,aniden
eçcük,az
guşena,büyük tencere
tuman, don
ocağın annacında,ocağın yanında
gözlük,gözlere takılan camlı alet
çilaklik,çalı çileği.yaprağından çorba yapılan çilek
çecim,kilim
yahşi,i̇yi
birelleş,birer
hameylı,göğüste taşınan küçük kuran-ı kerim veya dua
çıt,tel anahtar
desdar,hamur örtüsü
çalbara,kalaylı tencere
çağil,tarladaki̇ taş-kaya yiğini
hesir,ot sergi
İlene,Lahana
dapan,düzleme aracı
ecab,acaba.acep
tivron,ucu v şeklinde uzun sopa
yumoş,söz buyurma
gedıg,yağsız ekşi ayran
Aynâ,Karşı çıkıldığında/şaşırıldığında kullanılan ünlem
ceğ,banyo ihtiyacını gidermek için yapılmış yer
gıcı,tütün ve küçük boylu sebzelerin tohumu
İlistir,Büyük süzgeç
rig atmak,kafayı takmak
pükük,eğri olan
cun,kalça
cullu,varlıklı
Fidoz,Sevimli
geravu,ormangülü pembe çiçekli
terleme,toplama
ihi,işte
soharıç,soğan
öngülle,öyle
ağin,sırt
garanki̇,karanlık
tort,çivili köpek tasması
gartol,patates
hemecük,oyuncak bebek
sıraçeli,yaralı
iyeşmeg,zıt gitmek
gadik,çocuk ayakkabısı
kurun,su kabı
bezirgân pilavı,i̇çine soğan
herif, koca (eş)
muntar,pis
cok hora geçdi,çok makbule geçti
Gitçez,Gideceğiz
ezme,çiğneme
şemar,tokat
tekir,tekerlek
dazırtlatme,hava gönderme.yellenme
pertan,büyük çuval
farfara,geveze
istepan,yaban teresi
hokka,mürekkep
tavun,zehir
debelleş,bir kimsenin diğerini kızdıracak şekilde ilgilenmesi
şenik,kalabalık
matiflamek,şaşırıp
hacemmi,hacı emmi
tukkaç, yün ve çamaşır dövme tahtası
herslenmek,kızmak
matiflamek,şaşırıp
Gotik,Manda yavrusu
giyih,büyük i̇ğne
kasek,sert toprak parçası
Çatı,Alın
keliç,ayrık cinsinden kökü derinlerde olan zehirli bir ot
galikli,sürtük
meh,al
ivga vermek,kışkırtmak
kamçüg,dişsiz
Fizehlanmek,Ağlamak
aprul,nisan
medak,dişi manda
henim hincik,şimdi
kızzılkurt,kızgınlıkla söylenen bir sözcük
kacır,fındığın yaş kabuğu
Damcı,Damla
sambeğı,yün ip
follamek,kabuğundan ayıklamak
döngel,muşmula
Aşane,Köy evlerindeki geniş yeme-içme yeri
çikeyu,çıkıyo
kekoç,çeki̇ç
feyri,renk yüz rengi
gaved,pezevenk
sivrtçek,kalemtraş
daster,ekmek bohçası
hagos,sulama arkı
hoyret,sevimsiz kötü
yamac,eğim
beşgi̇r,havlu
çarpık,felçli
tille,beygire yük sarmak için semerin iki yanına halatla yapılan üzengi
cemkirmek,gereksizce bağırmak
eymin,i̇yi misin
hebenk,kepenk
götün götün gitmek,geri geri gitmek
heçin,deve
horam,ot demeti
çıba,domuz yavrusu
pasküdan,kışlık yoğurt yemeği
bannakh,parmak
çarçi,gezgin satıcı
bastıg,pestil
Biyu,Bir kez
tuhe,kemer
tapgı,sopa
kıbal,dış görünüş
şeremet,eline çabuk
Irapbım,Rabbim
ehbun,hayvan gübresi
delis,tahıl torbası
enteri,kadın elbisesi
Evze,Kibrit
vırdgel,aynı yerde gidip gelme
böğe,örümcek
bi gerış aralen dikcesin,bir karış ara ile dikeceksin
tomedis,domates
gate,ağabey
zehmeri,kara kış soğuğu
çönasin,otursun
beyah,bayahtan
firig,yemek için ateşte çok hafifçe ütülenen taze hububat
mundar etmek,bir şeyi ziyan etmek
kıymalı,lahmacun
toru,doğru
yomuş,söz buyurma
aşme,kaysı kurusu
Nahal edem,Nasıl edeyim
corah, tuzlu
cek çek,kesme
bençileyin,benzer
tinor,maltız
unat,doğru
Gurpan,İsim
Zağer,Köpek
kelig,eski ayakkabı
feşal,yaramaz
sınamak,denemek
goma,ikinci eş
yalevuz,yalnız
gilaveder,üzüm asması
davlik körmak,kış hazırlığı yapmak
yaslağaç,kalıp
mintek, kapaklı plastik kap
kırklı,loğusa (yeni doğurmuş hamile kadın) bir hanımın ilk kırk günlük dönemi
çantırme,jandarma
kartol,patates
sınıgçı,kırıkçı
hayetlı ev,avlulu ev
luğ,düzleştirme taşı
tort,çivili köpek tasması
kengıl,arkada kalan
peg,bey
korhu,korku
şamar,tokat
geçik,yazmanın kakül görünecek şekilde bağlanması
pisgevit,büsküüt; bisküvi
Aşana,Ayşe ana
oceğın annacında,ocağın yanında
alelig,evlerde odaların tavana yakın yerine yapılan meyve konulan tahtadan yapılmış raf
daşirici,dilenci
Gıjgırmak,Ekşimek
Garu,Ambar
evi̇nsi̇z,içi̇ boş ürün
âşa,ayşe
Ürmak,Havlamak
deyirmi,yuvarlak
delema,topaç
utlanmak,çekinmek
henim hincik,şimdi
köğ,mavi
Badval,Ambar türü
pezzik,sebzenin yapraklı kısmı
emmal,hamal
Cıcıg,Güzel
lankar,sahan
kargera,oldukça büyük
işlik,gömlek
pal,çatal ağızlı tarım aleti
dufran,turfan
çıra,lamba
sınamak,denemek
emlig,henüz süt emen yavru
i̇listir,kevgir
şippek,kısa
kasket,şapka
anıh,nane
azkun,çıldın
ortehci,tarım işçisi
gapra,at tımarında kullanılan alet
tabıne düşmek,denk düşmek
kız,kız
ağerto,ayran
fışkı,gübre
cuvara,sigara
aşün,ekmek çevirme aleti
karış,beddua
sokomsuz,sabırsız
kildirmek,fırlatmak
pad,bulgur dolma içi
Cuvare,Sigara
i̇şkafa,yufka
Ekmak aşı,Düğmeç
pirennsaa,pırasa
gemdi̇ken,ti̇lki̇ kuyruğu=kuşkonmaz
baldırgan (baltırcan),patlıcan
isgempi,sandalye
çir, kayısı-elma-armut gibi meyve kurusu
Kupa,Bardak
şergeta,tuhaf kişi
Atol,Küçük kök bitki
çemüş,kuru üzüm
kırglı,loğusa (yeni doğurmuş hamile kadın) bir hanımın ilk kırk günlük dönemi
mintag, kapaklı plastik kap
emi,amca
cinibiz,keskin zekalı.kurnaz
kaşmer,komiklik hokkabazlık yapan
Dömbültaşak,Takla atmak
esseh mi,gerçek mi
matiflamak,şaşırıp
ceçig,başörtü bağlama
vıddırıvızzık,i̇şe yaramaz nesne
pişe,bir şey
galu,hayvan bağlama ağacı
gevad,değersiz adam
ağa,ağabeyi
korzeval,kara sapanın ucuna takılan sopa
eşkin,atların tatlı ve hızlı yürüyüşü
del,sırt
közlemak,kızartmak
aşme,kayısı kurusu
kartuf,patates
eyalama,koruma
camedan,keçi kılı sırt çantası
i̇dâ,pamuktan yapılmış hamur çuvalı ve örtüsü
köpan,bez
gidişmak,kaşınmak
de-ya,i̇şte orası
girlent,döşek yastık
Bışkol,Koyun pisliği
erzak,kullanılan ihtiyaçlar
tena,buğday tanesi
kavremag,ekin yolmak
kümela,çalı çırpıdan yapılmış bağ ya da tarla evi
ver atmek (ver etti kafasına kafasına),vurmak
karalt,söndür
dırmec,elörgüsü iplik
Irapbım,Rabbim
Cuc,Bataklık
çitil, fidan
püz,beton boru
Sıçan,Fare
ortahçi,tarım işçisi
horuzlanmak,diklenmek
aloca,çulluk kuşu
gavot,kavrulmuş buğday unu
yırlemak,şarkı söylemek
milek,kokuşmuş çamur; balçık
Gağ,Kurutulmuş meyve
nacek,balta
çığırmak,türkü söylemek
tüve,genç inek
kıncılık,tahtaravelli
dayyare,uçak
kerkare,oldukça büyük
Cığız,Oyunbozan
ülbe,yoğurt kovası
coh,çok
Çit,Başörtü
hevflenmak,korkmak
yahşi,güzel
zahre,yem
güleş,güler yüzlü
tusbaa,kaplumbağa
petik,berelenme
hafd,su birikmiş beton havuz
pisürü,çok fazla
zırana,düşüncesiz
ilana,lahana
devlik görmek,kış hazırlığı
süse,yol
küdüg,kısa boylu
urub,tahıl ölçüsü
tutam,avuç dolusu
tumatis,domates
hecin,deve
künda,her gün
zehmari,kara kış soğuğu
alpiz,örümcek
Dağirmi,Yuvarlak
Gök,Mavi
amag,yemek
ellem,herhalde
kom,davar yeri̇
gorho,korku
başag,toplamadan kalan fındık.soğlama
İlistir,Büyük süzgeç
gallen,tamamen
Gölleme,Mısır haşlama
pontür,pantolon
lenger,sahan
cazgır,çok konuşan
hedircek,tandırın üzerine konan demir
galabalık,kalabalık çokluk
ancak,kedi veya köpek yavrusu
yal,köpek maması
Günaşığı,Ayçiçeği
tayag,destek
ayrıksı,uyumsuz
Carez,Leblebi
derı, mısır
azınsımag,yetersiz bulmak
Vumpure,Yaban arısı
işkillenmak,şüphelenmek
kı,kız
çermik,kaplıca
öökünmak,dert yanmak
Ağa,Ağabey
domuz, sonbahar
kurrik,sıpa
eski,çamaşır
gararbazer,yaklaşık olarak göz kararı aşağı yukarı
epar,götürmek
gevşamag,geviş getirmek
hatircek,tandır demiri
ağardı,süt
çeplama,sallamak
midil,eskimiş yatak
şire,şıra. tatlılara ekilen şerbet
börülce,yabani bitki
kavum hısım,akraba
malamad,rezi̇l olmak
dana,buğday
İlane,Lahana
Digsinmek,Tiksinmek
carahat,i̇ltahap.i̇rin
gi̇ti̇şdi̇,kaşındı
çerbık,felçli
kepanek, kelebek
şore,şurasi
ganik,sürahi
bıyıl,bu sene
çegü,yazma
boğızli,obur
ganere,boş insan
kakre,çalmak (tadının ekşi veya acıya yakın olması)
gilavadar,üzüm asması
hebenk,kepenk
dokuç,çamaşır yıkarken kullanılan tahta
ayüğü,kaburga kemiği
gortlengoz,salyangoz
el,kırmızı
halbor, elek
halpur,elek
kalbaş,Karnabahar
okerı,yukarı
gözel,güzel
nemârek,boşver
De hayde,Çabuk gel
kesak,tarlada iri ve sert olan toprak parçası
follamag,kabuğundan ayıklamak
urum,Anadolu
bedire,kova
çemçük,çirkin
helpur, elek
öçbelamek,ısrar etmek
çemiz,manda
boyona,sürekli
çalik,çocuk ayakkabısı
yazo,arazi
Badema,Köy evlerinin önündeki sofa
cığızlemak,mızıkcılık etmek hakkına razı olmamak
çöpündürük,çöğr çöp
ganayaklı,yavaş kadın
durako,bekle
enag,bilye
kirobulo,bal mumu
yüklüg,depo
çöğlenmak,devrilmek
bohcah,gübre yeri
taşin, leğen
luğ,düzleştirme taşı
Tayyere,Uçak
ezmen,melez
cırankattirmeg,vurmak
Bi,Bir
emleg,tutam.demet
gakak,karga
deyir,erteleme
güvarmak,otlar için: yeşermek. bir yere çarpma sonucu vücudun morarması
mah,al işte bak
dişlak,dişleri bozuk çirkin insan
hankırda,nerede
çıpırdak,çok parlak renkli
greb,yazma
gög,mavi
